"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min","none"
DAVIS.A,19820101,800,0.10,,52,33,,,,,,,49,47,,143,,,,
DAVIS.A,19820102,800,0.34,R,50,36,,,,,,,49,48,,142,,,,
DAVIS.A,19820103,800,0.00,,44,30,,,,,,,49,47,,141,,,,
DAVIS.A,19820104,800,1.49,R,47,32,,,,,,,50,47,,129,,,,
DAVIS.A,19820105,800,2.56,R,49,38,,,,,,,49,47,,158,,,,
DAVIS.A,19820106,800,0.00,,45,33,,,,,,,49,47,,143,,,,
DAVIS.A,19820107,800,0.00,,47,30,,,,,,,49,47,,127,,,,
DAVIS.A,19820108,800,0.00,,52,26,,,,,,,49,47,,125,,,,
DAVIS.A,19820109,800,0.00,,55,29,,,,,,,50,47,,147,,,,
DAVIS.A,19820110,800,0.00,,54,26,,,,,,,50,48,,138,,,,
DAVIS.A,19820111,800,0.00,,57,29,,,,,,,50,48,,152,,,,
DAVIS.A,19820112,800,0.00,,56,30,,,,,,,50,48,,150,,,,
DAVIS.A,19820113,800,0.00,,47,28,,,,,,,50,47,,165,,,,
DAVIS.A,19820114,800,0.01,R,46,30,,,,,,,50,47,,160,,,,
DAVIS.A,19820115,800,0.01,R,49,36,,,,,,,49,47,,159,,,,
DAVIS.A,19820116,800,0.00,,40,35,,,,,,,49,47,,181,,,,
DAVIS.A,19820117,800,0.01,R,40,35,,,,,,,49,47,,173,,,,
DAVIS.A,19820118,800,0.00,,52,36,,,,,,,50,47,,170,,,,
DAVIS.A,19820119,800,0.05,,46,37,,,,,,,49,47,,178,,,,
DAVIS.A,19820120,800,0.35,R,45,39,,,,,,,49,47,,175,,,,
DAVIS.A,19820121,800,0.19,R,46,31,,,,,,,49,47,,170,,,,
DAVIS.A,19820122,800,0.00,,47,28,,,,,,,49,47,,161,,,,
DAVIS.A,19820123,800,0.00,,49,31,,,,,,,49,47,,165,,,,
DAVIS.A,19820124,800,0.00,,48,29,,,,,,,49,47,,186,,,,
DAVIS.A,19820125,800,0.00,,48,32,,,,,,,50,47,,192,,,,
DAVIS.A,19820126,800,0.18,R,55,38,,,,,,,50,48,,181,,,,
DAVIS.A,19820127,800,0.03,R,52,30,,,,,,,50,47,,192,,,,
DAVIS.A,19820128,800,0.15,R,48,32,,,,,,,50,47,,210,,,,
DAVIS.A,19820129,800,0.34,R,57,39,,,,,,,50,48,,207,,,,
DAVIS.A,19820130,800,0.00,,58,31,,,,,,,50,48,,196,,,,
DAVIS.A,19820131,800,0.00,,57,31,,,,,,,50,47,,198,,,,
DAVIS.A,19820201,800,0.00,,64,34,,,,,,,50,48,,213,,,,
DAVIS.A,19820202,800,0.00,,63,42,,,,,,,50,48,,209,,,,
DAVIS.A,19820203,800,0.00,,61,34,,,,,,,50,48,,218,,,,
DAVIS.A,19820204,800,0.00,,51,33,,,,,,,50,47,,241,,,,
DAVIS.A,19820205,800,0.00,,54,30,,,,,,,50,47,,240,,,,
DAVIS.A,19820206,800,0.00,,55,30,,,,,,,50,48,,211,,,,
DAVIS.A,19820207,800,0.00,,58,29,,,,,,,51,48,,209,,,,
DAVIS.A,19820208,800,0.00,,59,32,,,,,,,51,48,,216,,,,
DAVIS.A,19820209,800,0.00,,56,40,,,,,,,51,48,,248,,,,
DAVIS.A,19820210,800,0.00,,55,30,,,,,,,51,48,,247,,,,
DAVIS.A,19820211,800,0.00,,58,27,,,,,,,51,48,,239,,,,
DAVIS.A,19820212,800,0.00,,60,30,,,,,,,52,48,,224,,,,
DAVIS.A,19820213,800,0.07,R,54,36,,,,,,,52,49,,250,,,,
DAVIS.A,19820214,800,0.64,R,61,46,,,,,,,52,48,,269,,,,
DAVIS.A,19820215,800,1.03,R,60,52,,,,,,,51,48,,237,,,,
DAVIS.A,19820216,800,0.87,R,63,51,,,,,,,51,49,,226,,,,
DAVIS.A,19820217,800,0.00,,66,49,,,,,,,52,49,,242,,,,
DAVIS.A,19820218,800,0.00,,65,42,,,,,,,52,49,,263,,,,
DAVIS.A,19820219,800,0.00,,64,46,,,,,,,52,49,,239,,,,
DAVIS.A,19820220,800,0.00,,68,43,,,,,,,52,49,,262,,,,
DAVIS.A,19820221,800,0.00,,65,50,,,,,,,52,49,,249,,,,
DAVIS.A,19820222,800,0.00,,60,45,,,,,,,52,50,,286,,,,
DAVIS.A,19820223,800,0.00,,58,35,,,,,,,52,49,,288,,,,
DAVIS.A,19820224,800,0.00,,61,31,,,,,,,53,49,,276,,,,
DAVIS.A,19820225,800,0.00,,61,31,,,,,,,53,50,,298,,,,
DAVIS.A,19820226,800,0.00,,58,37,,,,,,,53,50,,276,,,,
DAVIS.A,19820227,800,0.02,DZ,63,48,,,,,,,53,50,,282,,,,
DAVIS.A,19820228,800,0.00,,59,43,,,,,,,53,50,,303,,,,
DAVIS.A,19820301,800,0.45,R,60,50,,,,,,,54,50,,288,,,,
DAVIS.A,19820302,800,0.98,R,60,51,,,,,,,54,51,,308,,,,
DAVIS.A,19820303,800,0.00,,60,39,,,,,,,54,51,,309,,,,
DAVIS.A,19820304,800,0.00,R,60,36,,,,,,,54,51,,310,,,,
DAVIS.A,19820305,800,0.00,,64,42,,,,,,,55,51,,282,,,,
DAVIS.A,19820306,800,0.00,,66,35,,,,,,,55,51,,342,,,,
DAVIS.A,19820307,800,0.00,,56,42,,,,,,,55,51,,341,,,,
DAVIS.A,19820308,800,0.08,R,66,46,,,,,,,55,51,,346,,,,
DAVIS.A,19820309,800,0.00,,60,44,,,,,,,55,52,,352,,,,
DAVIS.A,19820310,800,0.12,DZ,63,48,,,,,,,55,52,,327,,,,
DAVIS.A,19820311,800,0.49,R,63,54,,,,,,,56,52,,390,,,,
DAVIS.A,19820312,800,0.10,R,65,44,,,,,,,55,52,,329,,,,
DAVIS.A,19820313,800,0.00,,63,42,,,,,,,55,52,,367,,,,
DAVIS.A,19820314,800,0.06,R,57,46,,,,,,,56,52,,360,,,,
DAVIS.A,19820315,800,0.53,R,55,39,,,,,,,56,52,,387,,,,
DAVIS.A,19820316,800,0.22,R,53,40,,,,,,,56,52,,335,,,,
DAVIS.A,19820317,800,0.68,TH,54,40,,,,,,,56,52,,381,,,,
DAVIS.A,19820318,800,0.20,TH,57,38,,,,,,,57,53,,392,,,,
DAVIS.A,19820319,800,0.02,R,57,32,,,,,,,58,53,,403,,,,
DAVIS.A,19820320,800,0.00,,60,35,,,,,,,58,53,,382,,,,
DAVIS.A,19820321,800,0.00,,62,32,,,,,,,57,53,,401,,,,
DAVIS.A,19820322,800,0.00,,67,36,,,,,,,57,53,,381,,,,
DAVIS.A,19820323,800,0.00,,69,38,,,,,,,57,54,,344,,,,
DAVIS.A,19820324,800,0.00,,68,37,,,,,,,57,53,,399,,,,
DAVIS.A,19820325,800,0.00,,63,44,,,,,,,57,53,,409,,,,
DAVIS.A,19820326,800,0.13,R,58,47,,,,,,,57,53,,408,,,,
DAVIS.A,19820327,800,0.01,R,62,41,,,,,,,58,53,,438,,,,
DAVIS.A,19820328,800,0.13,R,53,40,,,,,,,58,54,,470,,,,
DAVIS.A,19820329,800,0.07,R,52,39,,,,,,,58,54,,439,,,,
DAVIS.A,19820330,800,0.51,R,52,38,,,,,,,58,54,,464,,,,
DAVIS.A,19820331,800,2.11,R,45,44,,,,,,,58,54,,458,,,,
DAVIS.A,19820401,800,0.36,R,50,35,,,,,,,59,54,,472,,,,
DAVIS.A,19820402,800,0.16,R,53,40,,,,,,,59,55,,460,,,,
DAVIS.A,19820403,800,1.24,R,60,42,,,,,,,59,55,,474,,,,
DAVIS.A,19820404,800,0.17,R,59,39,,,,,,,59,55,,477,,,,
DAVIS.A,19820405,800,0.00,,58,39,,,,,,,60,55,,485,,,,
DAVIS.A,19820406,800,0.02,R,60,28,,,,,,,60,56,,486,,,,
DAVIS.A,19820407,800,0.00,,59,32,,,,,,,61,56,,467,,,,
DAVIS.A,19820408,800,0.00,,61,39,,,,,,,60,56,,487,,,,
DAVIS.A,19820409,800,0.00,,68,36,,,,,,,61,56,,501,,,,
DAVIS.A,19820410,800,0.43,R,62,49,,,,,,,61,56,,500,,,,
DAVIS.A,19820411,800,2.92,R,63,55,,,,,,,61,56,,477,,,,
DAVIS.A,19820412,800,0.08,R,63,48,,,,,,,61,56,,469,,,,
DAVIS.A,19820413,800,0.01,R,65,47,,,,,,,62,57,,530,,,,
DAVIS.A,19820414,800,0.05,R,63,49,,,,,,,62,57,,517,,,,
DAVIS.A,19820415,800,0.00,,63,39,,,,,,,62,57,,498,,,,
DAVIS.A,19820416,800,0.00,,70,36,,,,,,,62,58,,456,,,,
DAVIS.A,19820417,800,0.00,,73,37,,,,,,,62,57,,492,,,,
DAVIS.A,19820418,800,0.00,,74,45,,,,,,,62,58,,511,,,,
DAVIS.A,19820419,800,0.00,,75,53,,,,,,,63,58,,496,,,,
DAVIS.A,19820420,800,0.00,,76,53,,,,,,,63,59,,501,,,,
DAVIS.A,19820421,800,0.00,,79,46,,,,,,,64,59,,515,,,,
DAVIS.A,19820422,800,0.00,,82,42,,,,,,,63,58,,513,,,,
DAVIS.A,19820423,800,0.00,,80,43,,,,,,,63,59,,492,,,,
DAVIS.A,19820424,800,0.00,,79,43,,,,,,,64,59,,523,,,,
DAVIS.A,19820425,800,0.00,,74,46,,,,,,,64,60,,538,,,,
DAVIS.A,19820426,800,0.00,,73,50,,,,,,,64,60,,568,,,,
DAVIS.A,19820427,800,0.00,,79,42,,,,,,,65,60,,585,,,,
DAVIS.A,19820428,800,0.00,,75,44,,,,,,,65,61,,540,,,,
DAVIS.A,19820429,800,0.00,,82,56,,,,,,,64,60,,546,,,,
DAVIS.A,19820430,800,0.00,,77,46,,,,,,,65,60,,561,,,,
DAVIS.A,19820501,800,0.00,,75,41,,,,,,,65,60,,557,,,,
DAVIS.A,19820502,800,0.00,,81,39,,,,,,,65,61,,532,,,,
DAVIS.A,19820503,800,0.00,,85,44,,,,,,,66,61,,561,,,,
DAVIS.A,19820504,800,0.00,,86,61,,,,,,,66,62,,564,,,,
DAVIS.A,19820505,800,0.00,,88,47,,,,,,,67,62,,560,,,,
DAVIS.A,19820506,800,0.00,,90,44,,,,,,,67,62,,538,,,,
DAVIS.A,19820507,800,0.00,,87,47,,,,,,,67,62,,572,,,,
DAVIS.A,19820508,800,0.00,,76,47,,,,,,,67,62,,603,,,,
DAVIS.A,19820509,800,0.00,,71,44,,,,,,,67,62,,596,,,,
DAVIS.A,19820510,800,0.00,,71,43,,,,,,,67,62,,604,,,,
DAVIS.A,19820511,800,0.00,,79,42,,,,,,,68,63,,623,,,,
DAVIS.A,19820512,800,0.00,,78,46,,,,,,,69,63,,604,,,,
DAVIS.A,19820513,800,0.00,,76,46,,,,,,,69,64,,604,,,,
DAVIS.A,19820514,800,0.00,,81,49,,,,,,,70,64,,595,,,,
DAVIS.A,19820515,800,0.00,,88,47,,,,,,,70,65,,586,,,,
DAVIS.A,19820516,800,0.00,,88,49,,,,,,,70,65,,604,,,,
DAVIS.A,19820517,800,0.00,,74,51,,,,,,,69,64,,594,,,,
DAVIS.A,19820518,800,0.00,,80,44,,,,,,,69,64,,607,,,,
DAVIS.A,19820519,800,0.00,,88,50,,,,,,,69,65,,595,,,,
DAVIS.A,19820520,800,0.00,,86,49,,,,,,,70,65,,623,,,,
DAVIS.A,19820521,800,0.00,,85,47,,,,,,,70,65,,622,,,,
DAVIS.A,19820522,800,0.00,,92,49,,,,,,,71,65,,652,,,,
DAVIS.A,19820523,800,0.00,,97,64,,,,,,,72,66,,625,,,,
DAVIS.A,19820524,800,0.00,,99,74,,,,,,,71,66,,627,,,,
DAVIS.A,19820525,800,0.00,,92,56,,,,,,,72,66,,635,,,,
DAVIS.A,19820526,800,0.00,,80,54,,,,,,,71,66,,629,,,,
DAVIS.A,19820527,800,0.00,,77,50,,,,,,,73,67,,619,,,,
DAVIS.A,19820528,800,0.00,,82,47,,,,,,,73,67,,596,,,,
DAVIS.A,19820529,800,0.00,,75,45,,,,,,,72,67,,643,,,,
DAVIS.A,19820530,800,0.00,,79,46,,,,,,,72,67,,631,,,,
DAVIS.A,19820531,800,0.00,,73,49,,,,,,,73,68,,634,,,,
DAVIS.A,19820601,800,0.00,,74,45,,,,,,,73,68,,641,,,,
DAVIS.A,19820602,800,0.00,,77,47,,,,,,,72,67,,655,,,,
DAVIS.A,19820603,800,0.00,,79,43,,,,,,,72,67,,619,,,,
DAVIS.A,19820604,800,0.00,,76,45,,,,,,,72,67,,609,,,,
DAVIS.A,19820605,800,0.00,,78,48,,,,,,,72,67,,653,,,,
DAVIS.A,19820606,800,0.00,,79,49,,,,,,,72,67,,635,,,,
DAVIS.A,19820607,800,0.00,,79,48,,,,,,,73,67,,670,,,,
DAVIS.A,19820608,800,0.00,,88,47,,,,,,,73,68,,671,,,,
DAVIS.A,19820609,800,0.00,,89,49,,,,,,,74,68,,682,,,,
DAVIS.A,19820610,800,0.00,,83,50,,,,,,,73,68,,683,,,,
DAVIS.A,19820611,800,0.00,,76,52,,,,,,,74,69,,670,,,,
DAVIS.A,19820612,800,0.00,,80,54,,,,,,,73,68,,692,,,,
DAVIS.A,19820613,800,0.00,,85,51,,,,,,,73,68,,694,,,,
DAVIS.A,19820614,800,0.00,,96,55,,,,,,,74,69,,681,,,,
DAVIS.A,19820615,800,0.00,,98,57,,,,,,,74,69,,672,,,,
DAVIS.A,19820616,800,0.00,,96,58,,,,,,,74,69,,688,,,,
DAVIS.A,19820617,800,0.00,,89,56,,,,,,,73,68,,703,,,,
DAVIS.A,19820618,800,0.00,,85,55,,,,,,,74,69,,706,,,,
DAVIS.A,19820619,800,0.00,,86,57,,,,,,,74,69,,707,,,,
DAVIS.A,19820620,800,0.00,,90,53,,,,,,,74,69,,701,,,,
DAVIS.A,19820621,800,0.00,,88,51,,,,,,,74,70,,704,,,,
DAVIS.A,19820622,800,0.00,,88,52,,,,,,,74,70,,707,,,,
DAVIS.A,19820623,800,0.00,,87,56,,,,,,,74,70,,687,,,,
DAVIS.A,19820624,800,0.00,,83,58,,,,,,,74,69,,691,,,,
DAVIS.A,19820625,800,0.00,,85,54,,,,,,,75,69,,691,,,,
DAVIS.A,19820626,800,0.00,,89,60,,,,,,,75,70,,678,,,,
DAVIS.A,19820627,800,0.00,,85,62,,,,,,,75,70,,657,,,,
DAVIS.A,19820628,800,0.00,,73,58,,,,,,,74,70,,654,,,,
DAVIS.A,19820629,800,0.07,R,75,56,,,,,,,75,70,,686,,,,
DAVIS.A,19820630,800,0.00,,73,52,,,,,,,75,69,,707,,,,
DAVIS.A,19820701,800,0.00,,76,57,,,,,,,76,71,,687,,,,
DAVIS.A,19820702,800,0.00,,82,54,,,,,,,77,71,,705,,,,
DAVIS.A,19820703,800,0.00,,79,53,,,,,,,77,71,,703,,,,
DAVIS.A,19820704,800,0.00,,82,49,,,,,,,76,72,,700,,,,
DAVIS.A,19820705,800,0.00,,88,51,,,,,,,77,72,,707,,,,
DAVIS.A,19820706,800,0.00,,90,55,,,,,,,77,72,,703,,,,
DAVIS.A,19820707,800,0.00,,86,55,,,,,,,77,72,,699,,,,
DAVIS.A,19820708,800,0.00,,89,51,,,,,,,77,72,,705,,,,
DAVIS.A,19820709,800,0.00,,94,53,,,,,,,77,73,,706,,,,
DAVIS.A,19820710,800,0.00,,94,58,,,,,,,77,72,,675,,,,
DAVIS.A,19820711,800,0.00,,96,61,,,,,,,77,72,,668,,,,
DAVIS.A,19820712,800,0.00,,96,59,,,,,,,77,72,,687,,,,
DAVIS.A,19820713,800,0.00,,98,61,,,,,,,79,72,,698,,,,
DAVIS.A,19820714,800,0.00,,98,60,,,,,,,78,73,,701,,,,
DAVIS.A,19820715,800,0.00,,97,66,,,,,,,78,73,,675,,,,
DAVIS.A,19820716,800,0.00,,81,56,,,,,,,78,73,,680,,,,
DAVIS.A,19820717,800,0.00,,86,52,,,,,,,78,72,,673,0.01,,,
DAVIS.A,19820718,800,0.00,,91,53,,,,,,,77,72,,676,0.17,94.8,31.1,
DAVIS.A,19820719,800,0.00,,93,53,,,,,,,77,72,,682,0.17,90.7,58.3,
DAVIS.A,19820720,800,0.00,,91,53,,,,,,,78,72,,690,0.26,,,
DAVIS.A,19820721,800,0.00,,95,51,,,,,,,77,72,,663,0.26,,,
DAVIS.A,19820722,800,0.00,,95,52,,,,,,,78,72,,677,0.24,96.2,23.0,
DAVIS.A,19820723,800,0.00,,94,55,,,,,,,77,72,,634,0.23,92.8,33.1,
DAVIS.A,19820724,800,0.00,,90,52,,,,,,,78,72,,666,0.23,,,
DAVIS.A,19820725,800,0.00,,89,51,,,,,,,78,72,,664,0.22,,,
DAVIS.A,19820726,800,0.00,,92,51,,,,,,,78,73,,669,0.23,73.7,28.3,
DAVIS.A,19820727,800,0.00,,95,54,,,,,,,78,72,,670,0.25,90.3,26.0,
DAVIS.A,19820728,800,0.00,,98,53,,,,,,,78,72,,662,0.24,94.0,20.6,
DAVIS.A,19820729,800,0.00,,99,56,,,,,,,78,73,,668,0.27,89.3,21.9,
DAVIS.A,19820730,800,0.00,,98,55,,,,,,,77,72,,657,0.27,93.4,30.7,
DAVIS.A,19820731,800,0.00,,99,55,,,,,,,78,73,,667,0.24,,,
DAVIS.A,19820801,800,0.00,,93,56,,,,,,,78,72,,668,0.24,,,
DAVIS.A,19820802,800,0.00,,90,54,,,,,,,78,72,,659,0.24,,,
DAVIS.A,19820803,800,0.00,,82,52,,,,,,,78,72,,659,0.23,90.9,43.1,
DAVIS.A,19820804,800,0.00,,87,51,,,,,,,78,73,,657,0.19,97.0,37.7,
DAVIS.A,19820805,800,0.00,,93,53,,,,,,,78,72,,654,0.22,92.3,22.8,
DAVIS.A,19820806,800,0.00,,99,61,,,,,,,77,72,,639,0.23,87.2,17.1,
DAVIS.A,19820807,800,0.00,,91,72,,,,,,,77,71,,643,0.23,77.2,35.4,
DAVIS.A,19820808,800,0.00,,100,64,,,,,,,76,71,,640,0.25,90.3,26.3,
DAVIS.A,19820809,800,0.00,,88,57,,,,,,,77,71,,633,0.25,91.1,48.3,
DAVIS.A,19820810,800,0.00,,89,54,,,,,,,77,71,,639,0.22,95.9,36.9,
DAVIS.A,19820811,800,0.00,,86,57,,,,,,,76,71,,633,0.22,91.5,74.1,
DAVIS.A,19820812,800,0.00,,93,55,,,,,,,78,72,,639,0.23,96.3,23.0,
DAVIS.A,19820813,800,0.00,,85,58,,,,,,,76,72,,629,0.23,89.5,43.1,
DAVIS.A,19820814,800,0.00,,81,53,,,,,,,76,71,,610,0.23,88.4,55.0,
DAVIS.A,19820815,800,0.00,,87,53,,,,,,,77,72,,619,0.18,96.9,40.9,
DAVIS.A,19820816,800,0.00,,94,54,,,,,,,76,71,,629,0.18,92.1,29.4,
DAVIS.A,19820817,800,0.00,,96,57,,,,,,,76,71,,614,0.24,92.2,24.2,
DAVIS.A,19820818,800,0.00,,91,55,,,,,,,76,71,,617,0.24,95.2,72.5,
DAVIS.A,19820819,800,0.00,,82,55,,,,,,,76,71,,589,0.09,94.7,56.8,
DAVIS.A,19820820,800,0.00,,96,56,,,,,,,75,70,,603,0.21,96.1,15.4,
DAVIS.A,19820821,800,0.00,,100,57,,,,,,,75,71,,595,0.21,51.1,26.4,
DAVIS.A,19820822,800,0.00,,99,59,,,,,,,75,70,,594,0.24,87.7,17.1,
DAVIS.A,19820823,800,0.00,,93,56,,,,,,,75,71,,591,0.24,91.8,77.2,
DAVIS.A,19820824,800,0.00,,91,56,,,,,,,75,70,,605,0.20,,,
DAVIS.A,19820825,800,0.00,,84,53,,,,,,,75,70,,590,0.20,83.8,58.2,
DAVIS.A,19820826,800,0.00,,85,53,,,,,,,75,71,,572,0.19,95.3,40.7,
DAVIS.A,19820827,800,0.00,,84,53,,,,,,,75,71,,587,0.19,95.5,88.1,
DAVIS.A,19820828,800,0.00,,82,55,,,,,,,75,71,,574,0.21,73.0,42.4,
DAVIS.A,19820829,800,0.00,,86,58,,,,,,,75,71,,551,0.22,89.5,30.7,
DAVIS.A,19820830,800,0.00,,87,49,,,,,,,75,71,,555,0.22,96.9,46.5,
DAVIS.A,19820831,800,0.00,,92,48,,,,,,,75,70,,570,0.19,96.0,13.2,
DAVIS.A,19820901,800,0.00,,94,55,,,,,,,75,70,,547,0.19,88.1,38.1,
DAVIS.A,19820902,800,0.00,,94,57,,,,,,,74,70,,553,0.19,86.7,21.4,
DAVIS.A,19820903,800,0.00,,91,62,,,,,,,74,70,,557,0.19,79.9,59.2,
DAVIS.A,19820904,800,0.00,,94,54,,,,,,,74,69,,551,0.19,,,
DAVIS.A,19820905,800,0.00,,97,53,,,,,,,74,69,,542,0.19,64.9,24.9,
DAVIS.A,19820906,800,0.00,,93,57,,,,,,,74,69,,544,0.14,91.4,29.2,
DAVIS.A,19820907,800,0.00,,98,66,,,,,,,73,69,,533,0.25,72.1,18.9,
DAVIS.A,19820908,800,0.00,,96,58,,,,,,,73,68,,531,0.25,86.8,26.0,
DAVIS.A,19820909,800,0.00,,85,62,,,,,,,72,68,,514,0.24,90.6,35.2,
DAVIS.A,19820910,800,0.00,,85,56,,,,,,,73,68,,516,0.24,95.2,32.0,
DAVIS.A,19820911,800,0.00,,88,51,,,,,,,72,68,,519,0.21,44.9,10.8,
DAVIS.A,19820912,800,0.00,,90,60,,,,,,,72,68,,505,0.29,58.5,22.8,
DAVIS.A,19820913,800,0.00,,87,65,,,,,,,71,68,,479,0.29,48.0,42.2,
DAVIS.A,19820914,800,0.00,,83,51,,,,,,,71,67,,501,0.24,86.5,40.5,
DAVIS.A,19820915,800,0.00,,73,56,,,,,,,72,67,,503,0.24,95.8,68.9,
DAVIS.A,19820916,800,0.95,R,70,53,,,,,,,71,67,,481,0.06,97.7,57.4,
DAVIS.A,19820917,800,0.08,R,69,57,,,,,,,71,67,,478,0.06,95.7,93.6,
DAVIS.A,19820918,800,0.00,,67,58,,,,,,,71,67,,477,0.19,,,
DAVIS.A,19820919,800,0.62,R,75,56,,,,,,,71,67,,466,0.19,,,
DAVIS.A,19820920,800,0.00,,79,54,,,,,,,71,67,,494,0.17,90.5,89.6,
DAVIS.A,19820921,800,0.00,,85,52,,,,,,,71,67,,488,0.16,95.1,24.2,
DAVIS.A,19820922,800,0.00,,89,52,,,,,,,71,67,,513,0.16,94.2,18.7,
DAVIS.A,19820923,2359,0.00,,83,52,,,,,,,70,68,,300,0.09,95.6,44.4,
DAVIS.A,19820924,2359,0.16,,88,64,,,,,,,72,69,,296,0.10,92.6,62.3,
DAVIS.A,19820925,2359,0.16,,74,53,,,,,,,72,70,,190,0.05,93.0,73.6,
DAVIS.A,19820926,2359,0.00,,83,48,,,,,,,71,68,,465,0.13,96.4,42.0,
DAVIS.A,19820927,2359,0.00,,77,51,,,,,,,70,67,,492,0.20,88.8,27.8,
DAVIS.A,19820928,2359,0.00,,87,48,,,,,,,69,66,,470,0.14,93.1,28.3,
DAVIS.A,19820929,2359,0.00,,74,46,,,,,,,68,65,,484,0.24,92.0,20.5,
DAVIS.A,19820930,2359,0.00,,77,47,,,,,,,66,64,,469,0.20,77.4,23.3,
DAVIS.A,19821001,2359,0.00,,86,41,,,,,,,66,63,,458,0.13,96.3,20.9,
DAVIS.A,19821002,2359,0.00,,88,45,,,,,,,66,63,,443,0.13,92.4,21.5,
DAVIS.A,19821003,2359,0.00,,86,44,,,,,,,66,64,,445,0.14,94.1,27.7,
DAVIS.A,19821004,2359,0.00,,79,49,,,,,,,66,64,,442,0.12,91.2,30.3,
DAVIS.A,19821005,2359,0.00,,82,48,,,,,,,65,63,,445,0.15,87.2,20.7,
DAVIS.A,19821006,2359,0.00,,73,48,,,,,,,65,63,,287,0.10,94.2,40.1,
DAVIS.A,19821007,2359,0.00,,73,40,,,,,,,64,62,,442,0.22,91.1,16.5,
DAVIS.A,19821008,2359,0.00,,80,57,,,,,,,63,61,,435,0.30,44.6,17.0,
DAVIS.A,19821009,2359,0.00,,87,52,,,,,,,64,61,,434,0.25,72.3,13.7,
DAVIS.A,19821010,2359,0.00,,85,51,,,,,,,64,62,,429,0.20,56.9,12.0,
DAVIS.A,19821011,2359,0.00,,88,42,,,,,,,68,61,,417,0.15,86.4,16.2,
DAVIS.A,19821012,2359,0.00,,91,45,,,,,,,67,64,,398,0.13,84.0,18.5,
DAVIS.A,19821013,2359,0.00,,88,48,,,,,,,66,64,,296,0.13,76.1,19.7,
DAVIS.A,19821014,2359,0.00,,87,47,,,,,,,66,64,,386,0.18,92.0,21.1,
DAVIS.A,19821015,2359,0.00,,91,46,,,,,,,66,64,,384,0.18,94.2,20.2,
DAVIS.A,19821016,2359,0.00,,85,46,,,,,,,66,64,,371,0.16,95.6,33.6,
DAVIS.A,19821017,2359,0.00,,75,46,,,,,,,65,63,,334,0.15,95.7,48.8,
DAVIS.A,19821018,2359,0.00,,77,42,,,,,,,64,62,,363,0.14,94.8,23.9,
DAVIS.A,19821019,2359,0.00,,87,53,,,,,,,64,62,,318,0.14,63.5,17.0,
DAVIS.A,19821020,2359,0.00,,82,52,,,,,,,65,63,,242,0.14,90.0,55.5,
DAVIS.A,19821021,2359,0.00,,69,52,,,,,,,64,63,,109,0.14,94.5,77.0,
DAVIS.A,19821022,2359,0.04,,77,56,,,,,,,65,64,,128,0.14,94.9,62.4,
DAVIS.A,19821023,2359,0.00,,81,56,,,,,,,66,64,,360,0.13,94.3,43.7,
DAVIS.A,19821024,2359,0.51,,82,54,,,,,,,66,64,,215,0.10,94.0,57.2,
DAVIS.A,19821025,2359,0.94,,67,56,,,,,,,66,65,,106,0.12,93.5,86.8,
DAVIS.A,19821026,2359,0.04,,69,48,,,,,,,65,63,,318,0.12,92.4,47.0,
DAVIS.A,19821027,2359,0.00,,65,42,,,,,,,63,62,,358,0.11,95.4,53.5,
DAVIS.A,19821028,2359,0.00,,75,39,,,,,,,62,60,,281,0.11,98.8,36.4,
DAVIS.A,19821029,2359,0.55,,63,50,,,,,,,62,61,,115,0.10,93.6,64.6,
DAVIS.A,19821030,2359,0.39,,62,49,,,,,,,61,60,,121,0.10,96.7,84.2,
DAVIS.A,19821031,2359,0.00,,79,43,,,,,,,61,59,,345,0.10,96.6,35.5,
DAVIS.A,19821101,2359,0.00,,67,45,,,,,,,61,60,,237,0.10,100.0,64.2,
DAVIS.A,19821102,2359,0.00,,70,44,,,,,,,60,59,,327,0.10,93.8,40.5,
DAVIS.A,19821103,2359,0.00,,77,41,,,,,,,59,58,,323,0.09,95.2,44.3,
DAVIS.A,19821104,2359,0.00,,78,40,,,,,,,59,57,,327,0.07,98.6,36.4,
DAVIS.A,19821105,2359,0.00,,76,40,,,,,,,58,57,,318,0.08,96.1,37.6,
DAVIS.A,19821106,2359,0.00,,66,40,,,,,,,58,57,,282,0.08,98.8,53.2,
DAVIS.A,19821107,2359,0.00,,70,43,,,,,,,58,57,,240,0.07,87.7,25.6,
DAVIS.A,19821108,2359,0.00,,57,36,,,,,,,57,56,,225,0.07,95.0,58.1,
DAVIS.A,19821109,2359,0.28,,49,34,,,,,,,56,55,,52,0.07,96.5,84.8,
DAVIS.A,19821110,2359,0.28,,49,34,,,,,,,56,55,,52,0.07,98.4,82.4,
DAVIS.A,19821111,2359,0.08,,57,36,,,,,,,54,54,,107,0.07,100.0,74.3,
DAVIS.A,19821112,2359,0.00,,51,34,,,,,,,54,53,,125,0.06,100.0,88.9,
DAVIS.A,19821113,2359,0.00,,62,29,,,,,,,53,52,,303,0.06,100.0,54.5,
DAVIS.A,19821114,2359,0.00,,51,36,,,,,,,53,52,,94,0.06,100.0,81.1,
DAVIS.A,19821115,2359,0.00,,46,37,,,,,,,53,52,,76,0.05,95.9,88.5,
