"Date"," AQI Value","Main Pollutant","Site Name","Site ID","Source"
"03/31/1986","31","Ozone","","06-113-1002","AQS"
"04/01/1986","31","Ozone","","06-113-0001","AQS"
"04/02/1986","35","Ozone","","06-113-1002","AQS"
"04/03/1986","35","Ozone","","06-113-1002","AQS"
"04/04/1986","39","Ozone","","06-113-0001","AQS"
"04/05/1986","34","Ozone","","06-113-1002","AQS"
"04/06/1986","47","Ozone","","06-113-0001","AQS"
"04/07/1986","30","Ozone","","06-113-1002","AQS"
"04/08/1986","35","Ozone","","06-113-1002","AQS"
"04/09/1986","28","Ozone","","06-113-1002","AQS"
"04/10/1986","46","Ozone","","06-113-1002","AQS"
"04/11/1986","47","Ozone","","06-113-0001","AQS"
"04/12/1986","38","Ozone","","06-113-0001","AQS"
"04/13/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/14/1986","44","Ozone","","06-113-1002","AQS"
"04/15/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/16/1986","35","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/17/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/18/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/19/1986","90","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/20/1986","101","Ozone","","06-113-1002","AQS"
"04/21/1986","115","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/22/1986","31","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/23/1986","47","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/24/1986","47","Ozone","","06-113-1002","AQS"
"04/25/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/26/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/27/1986","35","Ozone","","06-113-1002","AQS"
"04/28/1986","47","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/29/1986","51","Ozone","","06-113-1002","AQS"
"04/30/1986","93","Ozone","","06-113-0001","AQS"
"05/01/1986","40","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/02/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/03/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/04/1986","42","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/05/1986","37","Ozone","","06-113-0001","AQS"
"05/06/1986","39","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/07/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/08/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/09/1986","49","Ozone","","06-113-1002","AQS"
"05/10/1986","48","Ozone","","06-113-1002","AQS"
"05/11/1986","51","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/12/1986","48","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/13/1986","42","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/14/1986","49","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/15/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/16/1986","54","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/17/1986","84","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/18/1986","77","Ozone","","06-113-1002","AQS"
"05/19/1986","37","Ozone","","06-113-1002","AQS"
"05/20/1986","29","Ozone","","06-113-0001","AQS"
"05/21/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/22/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/23/1986","46","Ozone","","06-113-1002","AQS"
"05/24/1986","93","Ozone","","06-113-1002","AQS"
"05/25/1986","61","Ozone","","06-113-1002","AQS"
"05/26/1986","40","Ozone","","06-113-1002","AQS"
"05/27/1986","44","Ozone","","06-113-1002","AQS"
"05/28/1986","61","Ozone","","06-113-1002","AQS"
"05/29/1986","58","Ozone","","06-113-1002","AQS"
"05/30/1986","77","Ozone","","06-113-1002","AQS"
"05/31/1986","49","Ozone","","06-113-1002","AQS"
"06/01/1986","44","Ozone","","06-113-1002","AQS"
"06/02/1986","38","Ozone","","06-113-1002","AQS"
"06/03/1986","42","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/04/1986","35","Ozone","","06-113-0001","AQS"
"06/05/1986","35","Ozone","","06-113-0001","AQS"
"06/06/1986","42","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/07/1986","54","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/08/1986","74","Ozone","","06-113-0001","AQS"
"06/09/1986","51","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/10/1986","93","Ozone","","06-113-0001","AQS"
"06/11/1986","49","Ozone","","06-113-1002","AQS"
"06/12/1986","101","Ozone","","06-113-1002","AQS"
"06/13/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/14/1986","40","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/15/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/16/1986","42","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/17/1986","19","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/18/1986","38","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/19/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/20/1986","61","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/21/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/22/1986","48","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/23/1986","151","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/24/1986","101","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/25/1986","101","Ozone","","06-113-1002","AQS"
"06/26/1986","39","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/27/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/28/1986","38","Ozone","","06-113-1002","AQS"
"06/29/1986","42","Ozone","Davis-Golf Course","06-113-0003","AQS"
"06/30/1986","67","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/01/1986","100","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/02/1986","71","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/03/1986","61","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/04/1986","38","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/05/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/06/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/07/1986","51","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/08/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/09/1986","49","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/10/1986","71","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/11/1986","48","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/12/1986","84","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/13/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/14/1986","54","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/15/1986","40","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/16/1986","48","Ozone","Davis-Golf Course","06-113-0003","AQS"
"07/17/1986","51","Ozone","","06-113-1002","AQS"
"07/18/1986","42","Ozone","","06-113-1002","AQS"
"07/19/1986","87","Ozone","","06-113-1002","AQS"
"07/20/1986","93","Ozone","","06-113-1002","AQS"
"07/21/1986","108","Ozone","","06-113-1002","AQS"
"07/22/1986","0","CO","","06-113-1002","AQS"
"07/23/1986","39","Ozone","","06-113-1002","AQS"
"07/24/1986","77","Ozone","","06-113-1002","AQS"
"07/25/1986","47","Ozone","","06-113-1002","AQS"
"07/26/1986","49","Ozone","","06-113-1002","AQS"
"07/27/1986","48","Ozone","","06-113-1002","AQS"
"07/28/1986","49","Ozone","","06-113-0001","AQS"
"07/29/1986","90","Ozone","","06-113-0001","AQS"
"07/30/1986","133","Ozone","","06-113-1002","AQS"
"07/31/1986","174","Ozone","","06-113-1002","AQS"
"08/01/1986","77","Ozone","","06-113-1002","AQS"
"08/02/1986","108","Ozone","","06-113-1002","AQS"
"08/03/1986","177","Ozone","","06-113-0001","AQS"
"08/04/1986","187","Ozone","","06-113-0001","AQS"
"08/05/1986","71","Ozone","","06-113-0001","AQS"
"08/06/1986","80","Ozone","","06-113-1002","AQS"
"08/07/1986","100","Ozone","","06-113-1002","AQS"
"08/08/1986","133","Ozone","","06-113-1002","AQS"
"08/09/1986","143","Ozone","","06-113-1002","AQS"
"08/10/1986","87","Ozone","","06-113-1002","AQS"
"08/11/1986","126","Ozone","","06-113-1002","AQS"
"08/12/1986","136","Ozone","","06-113-1002","AQS"
"08/13/1986","87","Ozone","","06-113-1002","AQS"
"08/14/1986","58","Ozone","","06-113-1002","AQS"
"08/15/1986","40","Ozone","","06-113-1002","AQS"
"08/16/1986","44","Ozone","","06-113-0001","AQS"
"08/17/1986","54","Ozone","","06-113-0001","AQS"
"08/18/1986","108","Ozone","","06-113-0001","AQS"
"08/19/1986","115","Ozone","","06-113-1002","AQS"
"08/20/1986","119","Ozone","","06-113-0001","AQS"
"08/21/1986","77","Ozone","Davis-Golf Course","06-113-0003","AQS"
"08/22/1986","74","Ozone","","06-113-1002","AQS"
"08/23/1986","101","Ozone","","06-113-0001","AQS"
"08/24/1986","87","Ozone","","06-113-0001","AQS"
"08/25/1986","61","Ozone","","06-113-0001","AQS"
"08/26/1986","87","Ozone","","06-113-1002","AQS"
"08/27/1986","35","Ozone","","06-113-0001","AQS"
"08/28/1986","39","Ozone","","06-113-1002","AQS"
"08/29/1986","49","Ozone","","06-113-1002","AQS"
"08/30/1986","119","Ozone","Davis-Golf Course","06-113-0003","AQS"
"08/31/1986","74","Ozone","","06-113-0001","AQS"
"09/01/1986","126","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/02/1986","101","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/03/1986","90","Ozone","","06-113-1002","AQS"
"09/04/1986","71","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/05/1986","140","Ozone","","06-113-1002","AQS"
"09/06/1986","74","Ozone","","06-113-1002","AQS"
"09/07/1986","37","Ozone","","06-113-0001","AQS"
"09/08/1986","35","Ozone","","06-113-0001","AQS"
"09/09/1986","61","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/10/1986","47","Ozone","","06-113-0001","AQS"
"09/11/1986","84","Ozone","","06-113-0001","AQS"
"09/12/1986","37","Ozone","","06-113-1002","AQS"
"09/13/1986","44","Ozone","","06-113-0001","AQS"
"09/14/1986","34","Ozone","","06-113-0001","AQS"
"09/15/1986","38","Ozone","","06-113-0001","AQS"
"09/16/1986","33","Ozone","","06-113-1002","AQS"
"09/17/1986","31","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/18/1986","32","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/19/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/20/1986","40","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/21/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/22/1986","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/23/1986","34","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/24/1986","31","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/25/1986","34","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/26/1986","31","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/27/1986","35","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/28/1986","34","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/29/1986","33","Ozone","Davis-Golf Course","06-113-0003","AQS"
"09/30/1986","49","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/01/1986","35","Ozone","","06-113-1002","AQS"
"10/02/1986","33","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/03/1986","34","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/04/1986","39","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/05/1986","44","Ozone","","06-113-0001","AQS"
"10/06/1986","67","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/07/1986","115","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/08/1986","100","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/09/1986","108","Ozone","","06-113-0001","AQS"
"10/10/1986","39","Ozone","","06-113-1002","AQS"
"10/11/1986","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/12/1986","49","Ozone","","06-113-0001","AQS"
"10/13/1986","90","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/14/1986","74","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/15/1986","58","Ozone","","06-113-1002","AQS"
"10/16/1986","39","Ozone","","06-113-1002","AQS"
"10/17/1986","32","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/18/1986","33","Ozone","","06-113-1002","AQS"
"10/19/1986","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"10/20/1986","37","Ozone","","06-113-1002","AQS"
"10/21/1986","58","Ozone","","06-113-1002","AQS"
"10/22/1986","51","Ozone","","06-113-1002","AQS"
"10/23/1986","26","Ozone","","06-113-1002","AQS"
"10/24/1986","31","Ozone","","06-113-1002","AQS"
"10/25/1986","33","Ozone","","06-113-1002","AQS"
"10/26/1986","48","Ozone","","06-113-0001","AQS"
"10/27/1986","24","Ozone","","06-113-1002","AQS"
"10/28/1986","19","Ozone","","06-113-1002","AQS"
"10/29/1986","19","Ozone","","06-113-1002","AQS"
"10/30/1986","26","Ozone","","06-113-1002","AQS"
"10/31/1986","30","Ozone","","06-113-1002","AQS"
"11/01/1986","31","Ozone","","06-113-0001","AQS"
"11/02/1986","34","Ozone","","06-113-1002","AQS"
"11/03/1986","33","Ozone","","06-113-0001","AQS"
"11/04/1986","63","PM10","","06-113-1002","AQS"
"11/05/1986","71","Ozone","","06-113-1002","AQS"
"11/06/1986","39","Ozone","","06-113-0001","AQS"
"11/07/1986","32","Ozone","","06-113-0001","AQS"
"11/08/1986","32","Ozone","","06-113-1002","AQS"
"11/09/1986","35","Ozone","","06-113-0001","AQS"
"11/10/1986","45","PM10","","06-113-1002","AQS"
"11/11/1986","33","CO","","06-113-1002","AQS"
"11/12/1986","33","Ozone","","06-113-0001","AQS"
"11/13/1986","44","Ozone","","06-113-1002","AQS"
"11/14/1986","34","Ozone","","06-113-1002","AQS"
"11/15/1986","34","Ozone","","06-113-1002","AQS"
"11/16/1986","55","PM10","","06-113-1002","AQS"
"11/17/1986","39","Ozone","","06-113-1002","AQS"
"11/18/1986","35","Ozone","","06-113-0001","AQS"
"11/19/1986","19","Ozone","","06-113-1002","AQS"
"11/20/1986","17","Ozone","","06-113-0001","AQS"
"11/21/1986","19","Ozone","","06-113-0001","AQS"
"11/22/1986","23","PM10","","06-113-1002","AQS"
"11/23/1986","28","CO","","06-113-1002","AQS"
"11/24/1986","28","CO","","06-113-1002","AQS"
"11/25/1986","26","Ozone","","06-113-0001","AQS"
"11/26/1986","41","CO","","06-113-1002","AQS"
"11/27/1986","41","CO","","06-113-1002","AQS"
"11/28/1986","62","PM10","","06-113-1002","AQS"
"11/29/1986","17","Ozone","","06-113-1002","AQS"
"11/30/1986","35","CO","","06-113-1002","AQS"
"12/01/1986","41","CO","","06-113-1002","AQS"
"12/02/1986","40","CO","","06-113-1002","AQS"
"12/03/1986","52","CO","","06-113-1002","AQS"
"12/04/1986","70","PM10","","06-113-1002","AQS"
"12/05/1986","35","CO","","06-113-1002","AQS"
"12/06/1986","35","CO","","06-113-1002","AQS"
"12/07/1986","26","Ozone","","06-113-1002","AQS"
"12/08/1986","33","CO","","06-113-1002","AQS"
"12/09/1986","39","CO","","06-113-1002","AQS"
"12/10/1986","62","PM10","","06-113-1002","AQS"
"12/11/1986","17","Ozone","","06-113-1002","AQS"
"12/12/1986","19","Ozone","","06-113-1002","AQS"
"12/13/1986","11","CO","","06-113-1002","AQS"
"12/14/1986","23","Ozone","","06-113-1002","AQS"
"12/15/1986","20","Ozone","","06-113-1002","AQS"
"12/16/1986","33","PM10","","06-113-1002","AQS"
"12/17/1986","64","CO","","06-113-1002","AQS"
"12/18/1986","66","CO","","06-113-1002","AQS"
"12/19/1986","23","CO","","06-113-1002","AQS"
"12/20/1986","22","CO","","06-113-1002","AQS"
"12/21/1986","22","CO","","06-113-1002","AQS"
"12/22/1986","31","PM10","","06-113-1002","AQS"
"12/23/1986","22","CO","","06-113-1002","AQS"
"12/24/1986","27","CO","","06-113-1002","AQS"
"12/25/1986","18","CO","","06-113-1002","AQS"
"12/26/1986","30","CO","","06-113-1002","AQS"
"12/27/1986","38","CO","","06-113-1002","AQS"
"12/28/1986","47","PM10","","06-113-1002","AQS"
"12/29/1986","14","Ozone","","06-113-1002","AQS"
"12/30/1986","11","CO","","06-113-1002","AQS"
"12/31/1986","11","CO","","06-113-1002","AQS"
"01/01/1987","11","Ozone","","06-113-1002","AQS"
"01/02/1987","11","Ozone","","06-113-1002","AQS"
"01/03/1987","35","PM10","","06-113-1002","AQS"
"01/04/1987","19","Ozone","","06-113-1002","AQS"
"01/05/1987","22","CO","","06-113-1002","AQS"
"01/06/1987","14","Ozone","","06-113-1002","AQS"
"01/07/1987","21","Ozone","","06-113-1002","AQS"
"01/08/1987","22","CO","","06-113-1002","AQS"
"01/09/1987","54","PM10","","06-113-1002","AQS"
"01/10/1987","45","CO","","06-113-1002","AQS"
"01/11/1987","20","Ozone","","06-113-0001","AQS"
"01/12/1987","11","Ozone","","06-113-0001","AQS"
"01/13/1987","26","Ozone","","06-113-1002","AQS"
"01/14/1987","26","Ozone","","06-113-1002","AQS"
"01/15/1987","26","Ozone","","06-113-1002","AQS"
"01/16/1987","30","Ozone","","06-113-1002","AQS"
"01/17/1987","28","Ozone","","06-113-1002","AQS"
"01/18/1987","90","CO","","06-113-1002","AQS"
"01/19/1987","89","CO","","06-113-1002","AQS"
"01/20/1987","32","Ozone","","06-113-0001","AQS"
"01/21/1987","74","PM10","","06-113-1002","AQS"
"01/22/1987","27","CO","","06-113-1002","AQS"
"01/23/1987","28","Ozone","","06-113-1002","AQS"
"01/24/1987","20","Ozone","","06-113-1002","AQS"
"01/25/1987","25","Ozone","","06-113-1002","AQS"
"01/26/1987","19","Ozone","","06-113-1002","AQS"
"01/27/1987","31","PM10","","06-113-1002","AQS"
"01/28/1987","27","CO","","06-113-1002","AQS"
"01/29/1987","28","CO","","06-113-1002","AQS"
"01/30/1987","20","Ozone","","06-113-1002","AQS"
"01/31/1987","25","Ozone","","06-113-1002","AQS"
"02/01/1987","19","Ozone","","06-113-1002","AQS"
"02/02/1987","42","PM10","","06-113-1002","AQS"
"02/03/1987","25","Ozone","","06-113-1002","AQS"
"02/04/1987","26","CO","","06-113-1002","AQS"
"02/05/1987","30","Ozone","","06-113-1002","AQS"
"02/06/1987","38","CO","","06-113-1002","AQS"
"02/07/1987","39","Ozone","","06-113-1002","AQS"
"02/08/1987","25","Ozone","","06-113-1002","AQS"
"02/09/1987","16","Ozone","","06-113-1002","AQS"
"02/10/1987","23","Ozone","","06-113-1002","AQS"
"02/11/1987","30","Ozone","","06-113-1002","AQS"
"02/12/1987","23","Ozone","","06-113-1002","AQS"
"02/13/1987","28","Ozone","","06-113-1002","AQS"
"02/14/1987","28","Ozone","","06-113-1002","AQS"
"02/15/1987","34","Ozone","","06-113-1002","AQS"
"02/16/1987","28","Ozone","","06-113-1002","AQS"
"02/17/1987","25","Ozone","","06-113-1002","AQS"
"02/18/1987","35","Ozone","","06-113-1002","AQS"
"02/19/1987","33","Ozone","","06-113-1002","AQS"
"02/20/1987","32","Ozone","","06-113-1002","AQS"
"02/21/1987","25","Ozone","","06-113-1002","AQS"
"02/22/1987","28","Ozone","","06-113-1002","AQS"
"02/23/1987","28","Ozone","","06-113-1002","AQS"
"02/24/1987","25","Ozone","","06-113-1002","AQS"
"02/25/1987","28","Ozone","","06-113-1002","AQS"
"02/26/1987","32","Ozone","","06-113-1002","AQS"
"02/27/1987","33","Ozone","","06-113-1002","AQS"
"02/28/1987","61","Ozone","","06-113-1002","AQS"
"03/01/1987","54","Ozone","","06-113-1002","AQS"
"03/02/1987","38","Ozone","","06-113-1002","AQS"
"03/03/1987","34","Ozone","","06-113-1002","AQS"
"03/04/1987","35","Ozone","","06-113-1002","AQS"
"03/05/1987","34","Ozone","","06-113-1002","AQS"
"03/06/1987","32","Ozone","","06-113-1002","AQS"
"03/07/1987","32","Ozone","","06-113-1002","AQS"
"03/08/1987","26","Ozone","","06-113-1002","AQS"
"03/09/1987","38","Ozone","","06-113-1002","AQS"
"03/10/1987","25","Ozone","","06-113-1002","AQS"
"03/11/1987","32","Ozone","","06-113-1002","AQS"
"03/12/1987","26","Ozone","","06-113-1002","AQS"
"03/13/1987","35","Ozone","","06-113-1002","AQS"
"03/14/1987","34","Ozone","","06-113-1002","AQS"
"03/15/1987","35","Ozone","","06-113-1002","AQS"
"03/16/1987","33","Ozone","","06-113-1002","AQS"
"03/17/1987","30","Ozone","","06-113-1002","AQS"
"03/18/1987","35","Ozone","","06-113-1002","AQS"
"03/19/1987","31","Ozone","","06-113-1002","AQS"
"03/20/1987","29","Ozone","","06-113-1002","AQS"
"03/21/1987","37","Ozone","","06-113-1002","AQS"
"03/22/1987","33","Ozone","","06-113-1002","AQS"
"03/23/1987","30","Ozone","","06-113-1002","AQS"
"03/24/1987","28","Ozone","","06-113-1002","AQS"
"03/25/1987","33","Ozone","","06-113-1002","AQS"
"03/26/1987","24","Ozone","","06-113-1002","AQS"
"03/27/1987","44","Ozone","","06-113-1002","AQS"
"03/28/1987","35","Ozone","","06-113-1002","AQS"
"03/29/1987","44","Ozone","","06-113-1002","AQS"
"03/30/1987","101","Ozone","","06-113-1002","AQS"
"03/31/1987","49","Ozone","","06-113-1002","AQS"
"04/01/1987","67","Ozone","","06-113-1002","AQS"
"04/02/1987","37","Ozone","","06-113-1002","AQS"
"04/03/1987","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/04/1987","43","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/05/1987","38","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/06/1987","43","Ozone","","06-113-1002","AQS"
"04/07/1987","44","Ozone","","06-113-1002","AQS"
"04/08/1987","35","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/09/1987","39","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/10/1987","38","Ozone","","06-113-1002","AQS"
"04/11/1987","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/12/1987","44","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/13/1987","58","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/14/1987","140","Ozone","","06-113-1002","AQS"
"04/15/1987","105","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/16/1987","119","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/17/1987","32","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/18/1987","37","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/19/1987","38","Ozone","","06-113-1002","AQS"
"04/20/1987","58","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/21/1987","150","Ozone","","06-113-1002","AQS"
"04/22/1987","177","Ozone","","06-113-1002","AQS"
"04/23/1987","84","Ozone","","06-113-1002","AQS"
"04/24/1987","115","Ozone","","06-113-1002","AQS"
"04/25/1987","101","Ozone","","06-113-1002","AQS"
"04/26/1987","77","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/27/1987","122","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/28/1987","43","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/29/1987","38","Ozone","Davis-Golf Course","06-113-0003","AQS"
"04/30/1987","54","Ozone","","06-113-1002","AQS"
"05/01/1987","46","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/02/1987","43","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/03/1987","37","Ozone","","06-113-1002","AQS"
"05/04/1987","58","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/05/1987","51","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/06/1987","71","Ozone","Davis-Golf Course","06-113-0003","AQS"
"05/07/1987","156","Ozone","","06-113-1002","AQS"
"05/08/1987","140","Ozone","","06-113-1002","AQS"
"05/09/1987","122","Ozone","","06-113-1002","AQS"
"05/10/1987","61","Ozone","","06-113-1002","AQS"
"05/11/1987","77","Ozone","","06-113-1002","AQS"
"05/12/1987","51","Ozone","","06-113-1002","AQS"
"05/13/1987","31","Ozone","","06-113-1002","AQS"
"05/14/1987","42","Ozone","","06-113-1002","AQS"
"05/15/1987","71","Ozone","","06-113-1002","AQS"
"05/16/1987","48","Ozone","","06-113-1002","AQS"
"05/17/1987","47","Ozone","","06-113-1002","AQS"
"05/18/1987","47","Ozone","","06-113-1002","AQS"
"05/19/1987","61","Ozone","","06-113-1002","AQS"
"05/20/1987","49","Ozone","","06-113-1002","AQS"
"05/21/1987","44","Ozone","","06-113-1002","AQS"
"05/22/1987","100","Ozone","","06-113-1002","AQS"
"05/23/1987","61","Ozone","","06-113-1002","AQS"
"05/24/1987","44","Ozone","","06-113-1002","AQS"
"05/25/1987","47","Ozone","","06-113-1002","AQS"
"05/26/1987","44","Ozone","","06-113-1002","AQS"
"05/27/1987","46","Ozone","","06-113-1002","AQS"
"05/28/1987","61","Ozone","","06-113-1002","AQS"
"05/29/1987","42","Ozone","","06-113-1002","AQS"
"05/30/1987","43","Ozone","","06-113-1002","AQS"
"05/31/1987","44","Ozone","","06-113-1002","AQS"
"06/01/1987","67","Ozone","","06-113-1002","AQS"
"06/02/1987","108","Ozone","","06-113-1002","AQS"
"06/03/1987","164","Ozone","","06-113-1002","AQS"
"06/04/1987","58","Ozone","","06-113-1002","AQS"
"06/05/1987","67","Ozone","","06-113-1002","AQS"
"06/06/1987","119","Ozone","","06-113-1002","AQS"
"06/07/1987","58","Ozone","","06-113-1002","AQS"
"06/08/1987","58","Ozone","","06-113-1002","AQS"
"06/09/1987","80","Ozone","","06-113-1002","AQS"
"06/10/1987","115","Ozone","","06-113-1002","AQS"
"06/11/1987","77","Ozone","","06-113-1002","AQS"
"06/12/1987","133","Ozone","","06-113-1002","AQS"
"06/13/1987","74","Ozone","","06-113-1002","AQS"
"06/14/1987","38","Ozone","","06-113-1002","AQS"
"06/15/1987","37","Ozone","","06-113-1002","AQS"
"06/16/1987","41","Ozone","","06-113-1002","AQS"
"06/17/1987","46","Ozone","","06-113-1002","AQS"
"06/18/1987","140","Ozone","","06-113-1002","AQS"
"06/19/1987","119","Ozone","","06-113-1002","AQS"
"06/20/1987","44","Ozone","","06-113-1002","AQS"
"06/21/1987","44","Ozone","","06-113-1002","AQS"
"06/22/1987","44","Ozone","","06-113-1002","AQS"
"06/23/1987","87","Ozone","","06-113-1002","AQS"
"06/24/1987","140","Ozone","","06-113-1002","AQS"
"06/25/1987","201","Ozone","","06-113-1002","AQS"
"06/26/1987","136","Ozone","","06-113-1002","AQS"
"06/27/1987","108","Ozone","","06-113-1002","AQS"
"06/28/1987","48","Ozone","","06-113-1002","AQS"
"06/29/1987","58","Ozone","","06-113-1002","AQS"
"06/30/1987","44","Ozone","","06-113-1002","AQS"
"07/01/1987","42","Ozone","","06-113-1002","AQS"
"07/02/1987","44","Ozone","","06-113-1002","AQS"
"07/03/1987","37","Ozone","","06-113-1002","AQS"
"07/04/1987","43","Ozone","","06-113-1002","AQS"
"07/05/1987","42","Ozone","","06-113-1002","AQS"
"07/06/1987","77","Ozone","","06-113-1002","AQS"
"07/07/1987","48","Ozone","","06-113-1002","AQS"
